material_id,formula,band_gap,formation_energy_per_atom,energy_above_hull,volume,density,nsites,elements,cbm,vbm,crystal_system,spacegroup,is_stable,cif_path
mp-1245098,TiO2,2.6007,-3.341442911333334,0.16661254061111,1182.7412595916207,3.363887407573496,90,"['O', 'Ti']",3.5857,0.985,Triclinic,P1,False,data\candidates\cif\mp-1245098.cif
mp-1245134,TiO2,2.4383,-3.328620551666667,0.179434900277776,1134.3007031129769,3.507542945745311,90,"['O', 'Ti']",3.8810000000000002,1.4427,Triclinic,P1,False,data\candidates\cif\mp-1245134.cif
mp-1245321,TiO2,2.4087,-3.318757430666667,0.189298021277776,1148.1469213028251,3.4652433026979352,90,"['O', 'Ti']",3.8056,1.3969,Triclinic,P1,False,data\candidates\cif\mp-1245321.cif
mp-1245308,TiO2,2.3002000000000002,-3.337827311,0.17022814094444302,1070.2193852624168,3.717563412087061,90,"['O', 'Ti']",4.4296,2.1294,Triclinic,P1,False,data\candidates\cif\mp-1245308.cif
mp-777129,TiO2,3.3487,-3.454227132777779,0.053828319166665,1066.2343495957637,2.238874651374489,54,"['O', 'Ti']",1.2322,-2.1165,Triclinic,P1,False,data\candidates\cif\mp-777129.cif
mp-1203,TiO,0.0,-2.855383131166665,0.05257314800000001,107.45292722857165,4.934842399291236,10,"['O', 'Ti']",,,Monoclinic,C2/m,False,data\candidates\cif\mp-1203.cif
mp-554278,TiO2,2.6774,-3.501638054444445,0.006417397499999001,146.70632301220797,3.615939061446627,12,"['O', 'Ti']",4.0444,1.367,Monoclinic,C2/m,False,data\candidates\cif\mp-554278.cif
mp-766454,TiO2,2.231,-3.4621163130555552,0.045939138888888,98.98024446129928,4.019598507976489,9,"['O', 'Ti']",4.5369,2.3059,Monoclinic,C2/m,False,data\candidates\cif\mp-766454.cif
mp-2657,TiO2,1.780999999999999,-3.464416747777778,0.043638704166665,125.22506013556851,4.236221754389662,12,"['O', 'Ti']",4.9826,3.2016,Tetragonal,P4_2/mnm,False,data\candidates\cif\mp-2657.cif
mp-685151,TiO,0.0,-2.725883769166666,0.18207250999999902,139.51895522923616,4.56078467913637,12,"['O', 'Ti']",,,Tetragonal,I4/mmm,False,data\candidates\cif\mp-685151.cif
mp-430,TiO2,2.2317,-3.46857195111111,0.039483500833334004,116.4513251189871,4.555389330254649,12,"['O', 'Ti']",6.1769,3.9452,Monoclinic,P2_1/c,False,data\candidates\cif\mp-430.cif
mp-390,TiO2,2.0586,-3.5080554519444442,0.0,68.78397225482972,3.856139057916947,6,"['O', 'Ti']",3.9525,1.8939,Tetragonal,I4_1/amd,True,data\candidates\cif\mp-390.cif
mp-34688,TiO2,1.9546000000000001,-3.493553009444445,0.014502442499999001,70.26402113532312,3.774912931038938,6,"['O', 'Ti']",3.9158,1.9612,Monoclinic,C2/c,False,data\candidates\cif\mp-34688.cif
mp-553432,TiO2,3.421,-3.358393413055555,0.14966203888888702,164.14390279971985,2.4238539243290482,9,"['O', 'Ti']",1.5777,-1.8433000000000002,Trigonal,P3_121,False,data\candidates\cif\mp-553432.cif
mp-1044853,TiO2,1.7851,-3.330270766666665,0.17778468527777802,459.9689446739458,3.459893086806675,36,"['O', 'Ti']",3.0525,1.2674,Trigonal,P3m1,False,data\candidates\cif\mp-1044853.cif
mp-1380335,TiO2,1.7183000000000002,-3.33056498861111,0.17749046333333302,464.1343663180955,3.428841920170264,36,"['O', 'Ti']",2.754,1.0357,Trigonal,P3m1,False,data\candidates\cif\mp-1380335.cif
mp-1408285,TiO2,2.4461,-3.320584981944444,0.187470469999999,149.48184460122457,3.5487996910676562,12,"['O', 'Ti']",3.8415,1.3954,Trigonal,R3m,False,data\candidates\cif\mp-1408285.cif
mp-1426806,TiO2,2.6004,-3.349835984444444,0.15821946750000002,54.222297442507575,2.445862444797379,3,"['O', 'Ti']",0.7366,-1.8638,Trigonal,R-3m,False,data\candidates\cif\mp-1426806.cif
mp-25433,TiO2,2.4516,-3.349036991111111,0.15901846083333301,37.88682921049331,3.5004323071863492,3,"['O', 'Ti']",3.5247,1.0731,Trigonal,R-3m,False,data\candidates\cif\mp-25433.cif
mp-756587,TiO2,2.3165,-3.390097015694445,0.11795843624999901,277.7560217609407,3.8197632625774283,24,"['O', 'Ti']",4.1521,1.8356000000000001,Hexagonal,P6_3mc,False,data\candidates\cif\mp-756587.cif
mp-755264,TiO,0.0,-2.827090324166667,0.080865955,19.312282126746364,5.491461420617172,2,"['O', 'Ti']",,,Hexagonal,P-6m2,False,data\candidates\cif\mp-755264.cif
mp-1071163,TiO,0.0,-2.907956279166666,0.0,61.93779156658514,5.136733950019456,6,"['O', 'Ti']",,,Hexagonal,P-62m,True,data\candidates\cif\mp-1071163.cif
mp-754333,TiO,0.0,-2.775625734166668,0.13233054499999802,39.20764394801403,5.409794701447449,4,"['O', 'Ti']",,,Hexagonal,P6_3/mmc,False,data\candidates\cif\mp-754333.cif
mp-673667,TiO,0.0,-2.711861403452382,0.19609487571428502,450.6487198593416,4.941999386573826,42,"['O', 'Ti']",,,Triclinic,P-1,False,data\candidates\cif\mp-673667.cif
mp-755300,TiO,0.0,-2.795379665833334,0.112576613333333,68.2508510996959,4.6615969120233345,6,"['O', 'Ti']",,,Cubic,Pm-3m,False,data\candidates\cif\mp-755300.cif
mp-25262,TiO2,1.712,-3.322823818611111,0.185231633333332,150.21476165230197,3.531484643093461,12,"['O', 'Ti']",2.6776,0.9656,Cubic,Fd-3m,False,data\candidates\cif\mp-25262.cif
mp-1341203,TiO2,2.513699999999999,-3.350655979027777,0.157399472916667,331.4259662719306,3.201204358899244,24,"['O', 'Ti']",2.7640000000000002,0.2503,Orthorhombic,Pmmn,False,data\candidates\cif\mp-1341203.cif
mp-2901430,TiO2,2.9417,-3.329509589027778,0.17854586291666502,315.13098358747766,3.366734161788899,24,"['O', 'Ti']",3.2461,0.3044,Orthorhombic,Pmmn,False,data\candidates\cif\mp-2901430.cif
mp-1439,TiO2,2.5281000000000002,-3.503531851111111,0.004523600833332001,123.16487505448308,4.307081249474625,12,"['O', 'Ti']",5.5554,3.0273,Orthorhombic,Pbcn,False,data\candidates\cif\mp-1439.cif
mp-775938,TiO2,2.1536,-3.495808560833333,0.012246891111111002,373.5244204596958,4.260613991086743,36,"['O', 'Ti']",5.2171,3.0635,Orthorhombic,Pbcn,False,data\candidates\cif\mp-775938.cif
mp-1190753,TiO2,2.0744,-3.3841361773611123,0.123919274583332,228.49770259226855,4.643207506446049,24,"['O', 'Ti']",6.498,4.4236,Orthorhombic,Pbca,False,data\candidates\cif\mp-1190753.cif
mp-1840,TiO2,2.2862,-3.505014124444444,0.0030413275,258.44602277752557,4.105159895594103,24,"['O', 'Ti']",4.8517,2.5655,Orthorhombic,Pbca,False,data\candidates\cif\mp-1840.cif
mp-1201727,TiO2,2.4439,-3.44146682423611,0.066588627708334,555.2997806373174,3.821223363943821,48,"['O', 'Ti']",4.1798,1.7359,Orthorhombic,Pnma,False,data\candidates\cif\mp-1201727.cif
mp-2420244,TiO2,2.8899,-3.491561325277777,0.016494126666666,204.9469218790116,2.588382977784918,12,"['O', 'Ti']",1.8385,-1.0514000000000001,Orthorhombic,Pnma,False,data\candidates\cif\mp-2420244.cif
mp-2739239,TiO2,2.709999999999999,-3.416520455277778,0.09153499666666601,274.0417934814095,3.87153446342509,24,"['O', 'Ti']",4.4133000000000004,1.7033,Orthorhombic,Pnma,False,data\candidates\cif\mp-2739239.cif
mp-756655,TiO2,2.4804,-3.433592911527778,0.074462540416666,281.2126112811967,3.772811763485229,24,"['O', 'Ti']",4.1441,1.6637,Orthorhombic,Pnma,False,data\candidates\cif\mp-756655.cif
mp-754769,TiO2,2.2868999999999993,-3.471762054444443,0.036293397500001004,260.4184599433002,4.074066977099461,24,"['O', 'Ti']",4.8389,2.552,Orthorhombic,Pnma,False,data\candidates\cif\mp-754769.cif
mp-754672,TiO2,2.9809,-3.427717181944443,0.08033827,184.7054374851317,2.8720384801002483,12,"['O', 'Ti']",2.6901,-0.2908,Orthorhombic,Pnma,False,data\candidates\cif\mp-754672.cif
mp-849533,TiO2,2.786299999999999,-3.411356993194444,0.09669845874999901,319.84122198782586,3.317152933846912,24,"['O', 'Ti']",3.2108,0.42450000000000004,Orthorhombic,Pnma,False,data\candidates\cif\mp-849533.cif
mp-9173,TiO2,2.4757,-3.450555661944443,0.057499790000001,136.94722939734157,3.873617058742386,12,"['O', 'Ti']",4.2628,1.7871000000000001,Orthorhombic,Pnma,False,data\candidates\cif\mp-9173.cif
mp-1386640,TiO2,2.5135,-3.354790039444444,0.153265412499999,144.73732186091829,3.665130162148513,12,"['O', 'Ti']",3.9477,1.4342000000000001,Orthorhombic,Cmcm,False,data\candidates\cif\mp-1386640.cif
mp-1041565,TiO2,1.82,-3.464407361944444,0.043648089999999,128.5226119523117,4.127531458338895,12,"['O', 'Ti']",4.9877,3.1677,Orthorhombic,Imma,False,data\candidates\cif\mp-1041565.cif
mp-1350429,TiO2,1.0603,-3.322505210486111,0.18555024145833302,599.2864710534211,3.5407515408020043,48,"['O', 'Ti']",2.8942,1.8339,Monoclinic,Cm,False,data\candidates\cif\mp-1350429.cif
mp-1101022,TiO2,1.9968000000000001,-3.4606675294444442,0.047387922500000006,142.9188538508557,3.711764470869865,12,"['O', 'Ti']",3.6226000000000003,1.6258,Tetragonal,I4/m,False,data\candidates\cif\mp-1101022.cif
mp-1400963,TiO2,2.502799999999999,-3.442752224444444,0.065303227500001,154.21185053728396,3.439950445395855,12,"['O', 'Ti']",3.1536,0.6508,Tetragonal,I4/m,False,data\candidates\cif\mp-1400963.cif
mp-1101048,TiFe2O5,1.974099999999999,-2.336428945104166,0.04602394499999601,378.62918330721806,4.202410095130276,32,"['Fe', 'O', 'Ti']",4.1758,2.2017,Triclinic,P1,False,data\candidates\cif\mp-1101048.cif
mp-1177252,Li4TiO4,3.3205,-2.62952398699074,0.07802077430555601,823.281346219942,2.253020755825292,72,"['Li', 'O', 'Ti']",3.4905,0.17,Triclinic,P1,False,data\candidates\cif\mp-1177252.cif
mp-1217597,Ti(FeO2)3,0.6997,-2.097732848333334,0.120669224499984,469.5846380896042,4.404651826604809,40,"['Fe', 'O', 'Ti']",3.819,3.1193,Triclinic,P1,False,data\candidates\cif\mp-1217597.cif
mp-1274758,TiVO4,0.8456,-2.965574162638889,0.049687651666658006,279.8701455622657,3.863876067061815,24,"['O', 'Ti', 'V']",3.1841,2.3385,Triclinic,P1,False,data\candidates\cif\mp-1274758.cif
mp-1279759,TiFeO4,0.07640000000000001,-2.353810709305556,0.11150508041666801,280.518059969565,3.9710575878654533,24,"['Fe', 'O', 'Ti']",1.6175000000000002,1.5411000000000001,Triclinic,P1,False,data\candidates\cif\mp-1279759.cif
mp-1317675,TiV3O8,0.7877000000000001,-2.710972401944445,0.057892593541662006,290.98180053610207,3.751417477081128,24,"['O', 'Ti', 'V']",3.1608,2.3731,Triclinic,P1,False,data\candidates\cif\mp-1317675.cif
mp-530379,Tb2TiO5,2.4703,-3.752069025677082,0.12603999640625002,869.0711262482031,6.813036581740233,64,"['O', 'Tb', 'Ti']",4.9066,2.4363,Triclinic,P1,False,data\candidates\cif\mp-530379.cif
mp-530316,Dy2TiO5,2.5233,-3.778288352239583,0.10663586609375,844.4850124199645,7.123852788830992,64,"['Dy', 'O', 'Ti']",4.9851,2.4618,Triclinic,P1,False,data\candidates\cif\mp-530316.cif
mp-530557,TiMn2O4,0.0,-2.618468790885057,0.07269689685715,823.9495925365665,4.4688301533870725,70,"['Mn', 'O', 'Ti']",,,Triclinic,P1,False,data\candidates\cif\mp-530557.cif
mp-531066,TiFe11O16,0.5914,-1.742646489404761,0.082606701964285,931.2424490239478,4.9115928861185605,84,"['Fe', 'O', 'Ti']",4.4059,3.8145000000000002,Triclinic,P1,False,data\candidates\cif\mp-531066.cif
mp-531689,TiNiO3,1.4963,-2.5807775575000003,0.015940109166665002,624.0954126779501,4.934833773785957,60,"['Ni', 'O', 'Ti']",5.7041,4.2078,Triclinic,P1,False,data\candidates\cif\mp-531689.cif
mp-674521,Dy2TiO5,2.9037,-3.757920863208332,0.12700335512499902,547.284881152174,6.8702643701173916,40,"['Dy', 'O', 'Ti']",4.9111,2.0074,Triclinic,P1,False,data\candidates\cif\mp-674521.cif
mp-675030,TiNiO3,2.3354,-2.576398636166666,0.020319030499999002,414.1901770745118,4.957154613212025,40,"['Ni', 'O', 'Ti']",6.1586,3.8232,Triclinic,P1,False,data\candidates\cif\mp-675030.cif
mp-675284,Lu2TiO5,2.432499999999999,-3.801601771770833,0.11676555374999902,810.1944092706337,7.834191259429658,64,"['Lu', 'O', 'Ti']",4.8195,2.387,Triclinic,P1,False,data\candidates\cif\mp-675284.cif
mp-675882,Dy2TiO5,2.7794,-3.687047675958333,0.19787654237499902,572.215506631009,6.570936606421482,40,"['Dy', 'O', 'Ti']",4.4428,1.6634,Triclinic,P1,False,data\candidates\cif\mp-675882.cif
mp-677628,Mg2TiO4,3.2894,-3.268933620238096,0.004131227738094,926.3675244211803,3.45186119511487,84,"['Mg', 'O', 'Ti']",5.8166,2.5272,Triclinic,P1,False,data\candidates\cif\mp-677628.cif
mp-690546,TiNiO3,2.2715,-2.578309968333334,0.018407698333332,300.53728897985826,5.123835266835122,30,"['Ni', 'O', 'Ti']",6.1977,3.9262,Triclinic,P1,False,data\candidates\cif\mp-690546.cif
mp-698587,TiNiO3,1.708199999999999,-2.576704852666667,0.020012813999999,516.7503733668699,4.966626181744278,50,"['Ni', 'O', 'Ti']",5.8778,4.1696,Triclinic,P1,False,data\candidates\cif\mp-698587.cif
mp-753197,HfTiO4,2.869999999999999,-3.725641982638888,0.038291263750000006,275.9192355007781,6.989656311448525,24,"['Hf', 'O', 'Ti']",5.3606,2.4906,Triclinic,P1,False,data\candidates\cif\mp-753197.cif
mp-753891,ZrTiO4,2.8427000000000002,-3.613995620555555,0.046840982916664005,280.0064201155993,4.817554599524885,24,"['O', 'Ti', 'Zr']",5.2941,2.4514,Triclinic,P1,False,data\candidates\cif\mp-753891.cif
mp-753428,TiVO3,0.0,-2.941060314166667,0.088556243500001,216.74951415159728,4.498801513679512,20,"['O', 'Ti', 'V']",,,Triclinic,P1,False,data\candidates\cif\mp-753428.cif
mp-753458,TiCr7O12,0.0,-2.4601977281666683,0.038167063791668,206.9297033242489,4.845546288546025,20,"['Cr', 'O', 'Ti']",,,Triclinic,P1,False,data\candidates\cif\mp-753458.cif
mp-756083,TiCrO3,0.0,-2.769969235,0.12372662583333101,336.02093158065657,4.38418161511454,30,"['Cr', 'O', 'Ti']",,,Triclinic,P1,False,data\candidates\cif\mp-756083.cif
mp-759307,TiNb2O7,2.1357,-3.169513764833335,0.006846563035606001,835.8253999391333,4.120533583621408,60,"['Nb', 'O', 'Ti']",2.5958,0.4601,Triclinic,P1,False,data\candidates\cif\mp-759307.cif
mp-760220,TiV15O24,0.25420000000000004,-2.576924830583332,0.019506470718743,430.56850933502517,4.612421329413955,40,"['O', 'Ti', 'V']",5.3972,5.143,Triclinic,P1,False,data\candidates\cif\mp-760220.cif
mp-777167,LiTiO2,0.0,-2.916688761666666,0.06266818624999901,632.3169244075839,3.647438860671533,64,"['Li', 'O', 'Ti']",,,Triclinic,P1,False,data\candidates\cif\mp-777167.cif
mp-1216931,TiCu3O4,0.0,-1.724905211666666,0.0680038578125,94.53809659793289,5.313385853159397,8,"['Cu', 'O', 'Ti']",,,Monoclinic,P2/m,False,data\candidates\cif\mp-1216931.cif
mp-753512,TiWO4,0.0,-2.721982793333333,0.050378195138888006,208.8354535331768,7.053817235041251,18,"['O', 'Ti', 'W']",5.123,5.1559,Monoclinic,P2/m,False,data\candidates\cif\mp-753512.cif
mp-761341,TiVO4,1.1814,-2.960710096805556,0.054551717499991006,252.22064504983234,4.287450605439104,24,"['O', 'Ti', 'V']",4.3845,3.2031,Tetragonal,I4_1md,False,data\candidates\cif\mp-761341.cif
mp-760439,TaTiO4,0.0,-3.315690980944443,0.012904026666667002,136.4985498381144,7.124274401518401,12,"['O', 'Ta', 'Ti']",,,Tetragonal,I4_1md,False,data\candidates\cif\mp-760439.cif
mp-1208291,Ti(PO4)2,0.0621,-2.536294297510822,0.155643361136342,419.7216345190584,1.881686835475394,22,"['O', 'P', 'Ti']",-2.436,-2.4981,Monoclinic,P2_1/m,False,data\candidates\cif\mp-1208291.cif
mp-773864,TiSnO4,1.9612999999999992,-2.738304679722222,0.06946404874999901,78.46714146278919,4.87947087058393,6,"['O', 'Sn', 'Ti']",5.1408,3.1795,Tetragonal,I-4m2,False,data\candidates\cif\mp-773864.cif
mp-755302,TiNbO4,0.0,-3.157380078888889,0.057167662948723004,76.98672473926995,4.41673825127051,6,"['Nb', 'O', 'Ti']",,,Tetragonal,I-4m2,False,data\candidates\cif\mp-755302.cif
mp-754900,TiFeO4,0.0,-2.3577933930555552,0.107522396666668,140.3450231878076,3.968624413153438,12,"['Fe', 'O', 'Ti']",,,Tetragonal,I-4m2,False,data\candidates\cif\mp-754900.cif
mp-775296,TiMnO4,0.0,-2.600586465210728,0.064705222777776,136.5061919030089,4.058164755361633,12,"['Mn', 'O', 'Ti']",1.8515000000000001,1.8515000000000001,Tetragonal,I-4m2,False,data\candidates\cif\mp-775296.cif
mp-755596,TiCrO4,0.0,-2.703237982222222,0.07464017458333401,68.61459955747013,3.965585977114387,6,"['Cr', 'O', 'Ti']",,,Tetragonal,I-4m2,False,data\candidates\cif\mp-755596.cif
mp-755748,TiVO4,0.0,-2.949227283055556,0.06603453124999101,139.02555847384806,3.889153797309013,12,"['O', 'Ti', 'V']",,,Tetragonal,I-4m2,False,data\candidates\cif\mp-755748.cif
mp-1048253,TiZnO2,0.0,-2.447648077708333,0.18339351125,207.60699569850848,4.6479065887129885,16,"['O', 'Ti', 'Zn']",,,Monoclinic,C2/m,False,data\candidates\cif\mp-1048253.cif
mp-1218045,Ta2TiO6,0.0,-3.232986774777776,0.027229537837037004,205.94185349885444,8.156019082109228,18,"['O', 'Ta', 'Ti']",,,Monoclinic,C2/m,False,data\candidates\cif\mp-1218045.cif
mp-2234285,TiMnO3,1.3274,-2.755133414252873,0.199470641999999,113.83843812847203,4.399474971888604,10,"['Mn', 'O', 'Ti']",5.1675,3.8401,Monoclinic,C2/m,False,data\candidates\cif\mp-2234285.cif
mp-553991,Ti(GaO2)4,2.361199999999999,-2.55084869948718,0.00408461173077,146.0355024098595,5.170914622398334,13,"['Ga', 'O', 'Ti']",4.0493,1.6881,Monoclinic,C2/m,False,data\candidates\cif\mp-553991.cif
mp-559280,TiFe2O5,0.0,-2.325562334791667,0.056890555312495004,380.40694070942175,4.182770953847047,32,"['Fe', 'O', 'Ti']",2.097,2.1375,Monoclinic,C2/m,False,data\candidates\cif\mp-559280.cif
mp-753158,Ti(CoO3)2,0.0,-1.77583029037037,0.10847663361111201,102.77391043255714,4.228821685959081,9,"['Co', 'O', 'Ti']",,,Monoclinic,C2/m,False,data\candidates\cif\mp-753158.cif
mp-753676,Ta2TiO6,0.0,-3.227954700333332,0.03226161228148,213.1319420492041,7.880872621870206,18,"['O', 'Ta', 'Ti']",,,Monoclinic,C2/m,False,data\candidates\cif\mp-753676.cif
mp-757064,TiMn5O12,1.4294,-2.033745003499362,0.069704175185185,217.18764996950003,3.934065396225317,18,"['Mn', 'O', 'Ti']",2.112,0.6826,Monoclinic,C2/m,False,data\candidates\cif\mp-757064.cif
mp-756754,TiCo5O12,0.0,-1.411462097407407,0.06690769458333301,413.95374216533895,4.288406365644697,36,"['Co', 'O', 'Ti']",,,Monoclinic,C2/m,False,data\candidates\cif\mp-756754.cif
mp-766163,TiSn9O20,1.126299999999999,-2.233100057611111,0.014439292083332,359.00906967399203,6.643121673429107,30,"['O', 'Sn', 'Ti']",6.4601,5.3338,Monoclinic,C2/m,False,data\candidates\cif\mp-766163.cif
mp-771265,TiMn9O20,1.674999999999999,-1.9161608103237562,0.0749198665,698.3848343888818,4.100543017327288,60,"['Mn', 'O', 'Ti']",2.4553000000000003,0.7803,Monoclinic,C2/m,False,data\candidates\cif\mp-771265.cif
mp-777945,TiMn4O10,1.4943,-2.063405258170498,0.09622817144444401,706.0978780989323,4.022492704239903,60,"['Mn', 'O', 'Ti']",2.3578,0.8635,Monoclinic,C2/m,False,data\candidates\cif\mp-777945.cif
mp-775831,TiMn2O6,1.442,-2.286120496577267,0.09824993675925901,107.19592384090106,3.930600351087177,9,"['Mn', 'O', 'Ti']",2.4138,0.9718,Monoclinic,C2/m,False,data\candidates\cif\mp-775831.cif
mp-1207388,Zr3TiO8,3.2762000000000002,-3.703486623611111,0.033740555625,138.17410153104706,5.402380711012256,12,"['O', 'Ti', 'Zr']",6.233,2.9568000000000003,Tetragonal,I-42m,False,data\candidates\cif\mp-1207388.cif
mp-1279004,TiVO4,0.6662,-2.925079665555556,0.090182148749992,280.6073948935746,3.853724374346153,24,"['O', 'Ti', 'V']",3.623,2.9568000000000003,Tetragonal,I-42d,False,data\candidates\cif\mp-1279004.cif
mp-1216625,TiOF2,2.054999999999999,-3.568734357083334,0.050652536562498005,57.62266585329253,2.935439226414654,4,"['F', 'O', 'Ti']",1.0202,-1.0348,Tetragonal,P4/mmm,False,data\candidates\cif\mp-1216625.cif
mp-1222301,LiTiO2,0.0,-2.949732406666666,0.029624541249999,35.24036839437206,4.090368211631783,4,"['Li', 'O', 'Ti']",,,Tetragonal,P4/mmm,False,data\candidates\cif\mp-1222301.cif
mp-36194,Ba2TiO4,1.8809999999999991,-3.239249709047619,0.15984150500000002,139.3514790498418,4.60583008981179,7,"['Ba', 'O', 'Ti']",3.2356,1.3546,Tetragonal,P4/mmm,False,data\candidates\cif\mp-36194.cif
mp-753657,TiOF,0.0,-3.462545334444444,0.0036075111111110005,32.24379599762514,4.2674951475891785,3,"['F', 'O', 'Ti']",,,Tetragonal,P4/mmm,False,data\candidates\cif\mp-753657.cif
mp-1041486,Ti(WO4)2,2.4069000000000003,-2.433770533484848,0.11632503090908801,274.3952424960578,6.578634886198346,22,"['O', 'Ti', 'W']",3.6246,1.2177,Monoclinic,P2/c,False,data\candidates\cif\mp-1041486.cif
mp-1043406,Ti(Si2O5)2,2.401,-3.135141733722222,0.18473443177777502,826.3721113259735,2.573705397145377,60,"['O', 'Si', 'Ti']",3.3201,0.9191,Tetragonal,P4/ncc,False,data\candidates\cif\mp-1043406.cif
mp-37473,TiOF2,1.8523,-3.538201400833334,0.08118549281249801,114.26496934733672,2.960624496597418,8,"['F', 'O', 'Ti']",1.1754,-0.6769000000000001,Tetragonal,P4_2/mmc,False,data\candidates\cif\mp-37473.cif
mp-18288,Ti(SnO2)2,1.077499999999999,-2.432151184404761,0.002559667857144,431.8164595308152,5.372659710951702,28,"['O', 'Sn', 'Ti']",5.8487,4.7712,Tetragonal,P4_2/mbc,False,data\candidates\cif\mp-18288.cif
mp-1025200,Eu2TiO4,0.0,-3.454467420476194,0.0,93.43783758430642,7.38929617544094,7,"['Eu', 'O', 'Ti']",,,Tetragonal,I4/mmm,True,data\candidates\cif\mp-1025200.cif
mp-1096860,Ca2TiO4,1.572299999999999,-3.448543979047618,0.036095245357146005,89.0983158449353,3.578717564615976,7,"['Ca', 'O', 'Ti']",4.6346,3.0623,Tetragonal,I4/mmm,False,data\candidates\cif\mp-1096860.cif
mp-5532,Sr2TiO4,1.9141999999999992,-3.443433267619047,0.0,95.59542788402864,4.987146509547847,7,"['O', 'Sr', 'Ti']",4.3599,2.4457,Tetragonal,I4/mmm,True,data\candidates\cif\mp-5532.cif
mp-1040952,TiP2O7,2.4127,-2.833785544761904,0.127345879749968,555.3732549178308,2.6528083959080693,40,"['O', 'P', 'Ti']",2.8906,0.47790000000000005,Monoclinic,P2_1/c,False,data\candidates\cif\mp-1040952.cif
mp-1042371,TiAs2O7,2.2794,-2.082302085333332,0.10732375575000001,610.1796777929072,3.371327698232283,40,"['As', 'O', 'Ti']",2.2753,-0.0041,Monoclinic,P2_1/c,False,data\candidates\cif\mp-1042371.cif
mp-1043032,Ti(GeO3)2,3.2127,-2.523742400648148,0.083379858888888,487.4846872972031,3.939684048018754,36,"['Ge', 'O', 'Ti']",3.2133,0.0006000000000000001,Monoclinic,P2_1/c,False,data\candidates\cif\mp-1043032.cif
mp-1191211,TiVO4,1.2628,-2.93785821013889,0.07740360416665801,266.2162147641531,4.06204993291324,24,"['O', 'Ti', 'V']",3.8178,2.555,Monoclinic,P2_1/c,False,data\candidates\cif\mp-1191211.cif
mp-17196,TiAs2O7,2.7625,-2.189625841083333,0.0,546.3010011686432,3.765535198070498,40,"['As', 'O', 'Ti']",2.5343,-0.22820000000000001,Monoclinic,P2_1/c,True,data\candidates\cif\mp-17196.cif
mp-29260,Ti(SeO3)2,2.4447,-1.9756995158912032,0.0,252.73007423132103,3.965678614826836,18,"['O', 'Se', 'Ti']",3.1037,0.659,Monoclinic,P2_1/c,True,data\candidates\cif\mp-29260.cif
mp-30998,Ti(NO3)4,2.8015,-1.227902743872549,0.0,874.768871120761,2.2466792077498132,68,"['N', 'O', 'Ti']",0.2555,-2.5460000000000003,Monoclinic,P2_1/c,True,data\candidates\cif\mp-30998.cif
mp-3397,Ba2TiO4,4.144,-3.399091214047619,0.0,504.5528493342891,5.088301343372636,28,"['Ba', 'O', 'Ti']",5.1404,0.9964000000000001,Monoclinic,P2_1/c,True,data\candidates\cif\mp-3397.cif
mp-752496,TiOF,0.0,-3.393969898611111,0.07218294694444401,129.5288923718672,4.249252516255022,12,"['F', 'O', 'Ti']",,,Monoclinic,P2_1/c,False,data\candidates\cif\mp-752496.cif
mp-753708,TiOF,0.0,-3.422749602777779,0.043403242777776005,140.63366930923289,3.9137211916773023,12,"['F', 'O', 'Ti']",,,Monoclinic,P2_1/c,False,data\candidates\cif\mp-753708.cif
mp-758229,TiCu3O4,0.0,-1.719661149166666,0.0732479203125,187.6070256664214,5.354995456739759,16,"['Cu', 'O', 'Ti']",4.2202,4.2708,Monoclinic,P2_1/c,False,data\candidates\cif\mp-758229.cif
mp-761010,TiP2O7,2.6682,-2.961131424511889,0.0,532.326265020756,2.7676613579293683,40,"['O', 'P', 'Ti']",2.946,0.2778,Monoclinic,P2_1/c,True,data\candidates\cif\mp-761010.cif
mp-761041,TiP2O7,2.7704,-2.954002819011889,0.007128605499985001,511.7632656323676,2.8788678915598043,40,"['O', 'P', 'Ti']",3.1545,0.3841,Monoclinic,P2_1/c,False,data\candidates\cif\mp-761041.cif
mp-769947,K4TiO4,3.350899999999999,-2.369755176092591,0.007940421944444,687.4328433363137,2.591977157554807,36,"['K', 'O', 'Ti']",3.1965,-0.1544,Monoclinic,P2_1/c,False,data\candidates\cif\mp-769947.cif
mp-770065,Gd2TiO5,3.1977,-3.777712461666667,0.050663903749999004,460.755754449118,6.3770246736099,32,"['Gd', 'O', 'Ti']",4.6474,1.4497,Monoclinic,P2_1/c,False,data\candidates\cif\mp-770065.cif
mp-771127,Rb4TiO4,3.0341,-2.320139532314814,0.0,774.8421109862353,3.889546069487639,36,"['O', 'Rb', 'Ti']",3.3051,0.271,Monoclinic,P2_1/c,True,data\candidates\cif\mp-771127.cif
mp-1079111,EuTiO3,0.0,-3.558521973666669,0.0,118.31253652456535,6.956660393444921,10,"['Eu', 'O', 'Ti']",,,Tetragonal,I4/mcm,True,data\candidates\cif\mp-1079111.cif
mp-1214495,Ba3TiO5,2.483,-3.263125456481483,0.008088311666664,322.9147986761036,5.552137691328515,18,"['Ba', 'O', 'Ti']",5.0433,2.5603,Tetragonal,I4/mcm,False,data\candidates\cif\mp-1214495.cif
